He,C,N,O,Ne,Mg,Si,S,Ca,Fe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00010538816647468705,5.2376148167522354e-05,2.4243133901616595e-06,2.1885939399133e-05,5.955086946117988e-06,6.569119230689071e-06,9.773514226084996e-08,8.592715415396023e-08,1.0048616376235534e-08,1.2727694775301256e-07
0.0003159497972755545,0.00015520765743417834,7.245521125725242e-06,6.571744650667428e-05,1.7864902733459044e-05,1.9655007950797573e-05,2.9684436193002375e-07,2.607818384882626e-07,3.0408102474336746e-08,3.841816720303697e-07
0.000524134158399645,0.000253316545222695,1.1967590795918324e-05,0.00010926280474844057,2.9663802163869465e-05,3.251553212934263e-05,5.015246040474032e-07,4.401241305416392e-07,5.111055566495587e-08,6.434543639463885e-07
0.0007299680895475136,0.0003469197018012936,1.659256096795186e-05,0.00015252388221382503,4.1352818203640575e-05,4.515457298354163e-05,7.119317443236804e-07,6.24069203797255e-07,7.216175342332057e-08,9.051168497666551e-07
0.0009334781273957935,0.00043622405657456993,2.1122428290160243e-05,0.00019550253479661288,5.2932974199026286e-05,5.757594488847565e-05,9.282260198300115e-07,8.127351876408318e-07,9.356757054950369e-08,1.16919115693594e-06
0.0011346905090184123,0.000521427035544349,2.555914835397621e-05,0.0002382006062746063,6.440528396583663e-05,6.978339652824362e-05,1.1505721510277455e-06,1.0062432432232796e-06,1.1533398080791902e-07,1.4356995159325711e-06
0.0013336311752691328,0.0006027169977612527,2.9904636538179923e-05,0.00028061992838871916,7.577075187819421e-05,8.178061202728833e-05,1.3791394672124619e-06,1.2047176412702832e-06,1.3746705859443027e-07,1.704664362139837e-06
0.0015303257741259232,0.0006802736517318779,3.416076883578826e-05,0.00032276232092155917,8.703037295646497e-05,9.357121206223991e-05,1.6141020354679165e-06,1.4082858418888687e-06,1.599729806315453e-07,1.9761083377346597e-06
0.0017247996639975674,0.0007542684527021329,3.8329382663940775e-05,0.00036462959177549676,9.81851329543701e-05,0.00010515875495461117,1.8556387932280857e-06,1.6170785764221923e-06,1.8285802769216676e-07,2.250054293593679e-06
0.0019170779169929337,0.0008248649816950081,4.241227765713193e-05,0.0004062235370502225,0.00010923600844528606,0.00011654673774467398,2.1039336845482473e-06,1.8312299314051005e-06,2.0612858635237927e-07,2.5265252912168902e-06
0.002107185322153351,0.0008922193071407298,4.6411216444132453e-05,0.00044754594111980154,0.00012018396690774198,0.00012773859724684244,2.359175800188912e-06,2.050877434674412e-06,2.2979115077376522e-07,2.805544604669036e-06
0.0022951463886484585,0.0009564803298987443,5.0327925408934305e-05,0.0004885985767092188,0.00013102996681011892,0.00013873771108687848,2.6215595216192256e-06,2.2761621436891662e-06,2.5385232451574097e-07,3.08713572253885e-06
0.0024809853489360287,0.0010177901124342997,5.4164095436049503e-05,0.0005293832049704353,0.00014177495769456338,0.0001495473987212378,2.891284669049616e-06,2.507228736117652e-06,2.783188223784294e-07,3.3713223499164366e-06
0.002664726161886055,0.001076284192877305,5.792138264048226e-05,0.0005699015755579357,0.00015241988026011607,0.00016017092243885746,3.1685566536062806e-06,2.7442256027492674e-06,3.0319747227656965e-07,3.658128410388789e-06
0.0028463925158695997,0.0011320918846577876,6.160140908269129e-05,0.000610155426703789,0.00016296566644506807,0.00017061148834569205,3.4535866337635066e-06,2.987304942790973e-06,3.2849521714499703e-07,3.947578048053745e-06
0.0030260078318127765,0.0011853365623803486,6.520576346885072e-05,0.0006501464852922213,0.00017341323950855066,0.00018087224733229532,3.7465916761529476e-06,3.2366228616095248e-06,3.5421911687622374e-07,4.2396956295525225e-06
0.00320359526621623,0.0012361359345695938,6.873600183671103e-05,0.0006898764669336966,0.00018376351411136392,0.0001909562960247364,4.0477949208722625e-06,3.492339470982206e-06,3.803763502906559e-07,4.534505746120952e-06
0.00337917771414054,0.0012846023038895083,7.2193648227357e-05,0.000729347076038517,0.0001940173963960533,0.0002008666777191403,4.357425751419067e-06,3.7546189919204965e-06,4.069742171400018e-07,4.832033215659637e-06
0.0035527778121579034,0.001330842815412042,7.558019534315211e-05,0.0007685600058899394,0.00020417578406623977,0.0002106063833001332,4.67571996937957e-06,4.0236298601326625e-06,4.3402014014442684e-07,5.1323030848231734e-06
0.0037244179412705284,0.0013749596934837624,7.889710519215436e-05,0.0008075169387168219,0.00021423956646521297,0.00022017835214347176,5.002919974005004e-06,4.299544834193075e-06,4.615216670640302e-07,5.435340631128684e-06
0.0038941202297960342,0.0014170504677142029,8.214580971928006e-05,0.0008462195457657871,0.00022420962465379007,0.00022958547300312555,5.3392749468124895e-06,4.582541106487606e-06,4.894864728052108e-07,5.741171365083713e-06
0.004061906556220297,0.0014572081885855157,8.532771142448969e-05,0.0008846694873729189,0.0002340868314874507,0.00023883058488308298,5.6850410413510095e-06,4.872800417006445e-06,5.179223615625187e-07,6.04982103233377e-06
0.0042277985520180915,0.001495521633160075,8.844418396826199e-05,0.000922868413034992,0.00024387205169275382,0.00024791647789414357,6.040481578277006e-06,5.170509170057398e-06,5.46837268996589e-07,6.361315615829686e-06
0.004391817604441875,0.0015320755013407876,9.149657276461752e-05,0.000960817961480234,0.0002535661419430422,0.00025684589409595364,6.405867245888103e-06,5.475858553974574e-06,5.762392644487612e-07,6.675681338014907e-06
0.0045539848592791015,0.0015669506031179903,9.448619556194834e-05,0.0009985197607386288,0.00026316995093344294,0.0002656215283245416,6.781476306267756e-06,5.789044663899417e-06,6.061365531930091e-07,6.992944663033002e-06
0.004714321223578367,0.0016002240372168723,9.741434301190328e-05,0.0010359754282117531,0.0002726843194551669,0.0002742460290055994,7.167594807197681e-06,6.110268627712795e-06,6.365374787257973e-07,7.31313229895542e-06
0.0048728473683448455,0.0016319693615403823,0.00010028227922657667,0.0010731865707421717,0.00028211008046912065,0.00028272199895376123,7.56451679999969e-06,6.43973673519926e-06,6.674505250945258e-07,7.636271200029936e-06
0.00502958373120521,0.0016622567557843882,0.00010309124232423807,0.0011101547846823613,0.00029144805917882783,0.00029105199615811267,7.972544563472499e-06,6.777660570526102e-06,6.98884319265182e-07,7.962388568949646e-06
0.005184550519042539,0.0016911531765846164,0.00010584244496384152,0.0011468816559632013,0.0003006990731026756,0.0002992385345541759,8.391988834094394e-06,7.124257148122607e-06,7.308476335298916e-07,8.291511859143025e-06
0.005337767710601423,0.0017187225055383313,0.00010853707486854282,0.0011833687601620045,0.0003098639321454851,0.0003072840847825969,8.823169042666778e-06,7.479749052046511e-06,7.633493879550156e-07,8.623668777084984e-06
0.005489255059063691,0.0017450256904280024,0.00011117629533845235,0.0012196176625701128,0.00031894343866941777,0.00031519107493476834,9.266413557579028e-06,7.844364578927343e-06,7.963986528704938e-07,8.958887284629309e-06
0.005639032094595046,0.0017701208799591579,0.00011376124575284398,0.0012556299182600482,0.0003279383875642201,0.0003229618912856108,9.722059934879812e-06,8.218337884578347e-06,8.300046514011203e-07,9.29719560136256e-06
0.005787118126862931,0.0017940635523102876,0.00011629304206203683,0.0012914070721522205,0.00033684956631681355,0.00033059887901373326,1.0190455175345272e-05,8.601909134371124e-06,8.641767620404555e-07,9.638622206979634e-06
0.005933532247526001,0.001816906637778993,0.00011877277726916306,0.0013269506590812084,0.00034567775508023804,0.0003381043429091924,1.0671955988740007e-05,8.995324657469695e-06,8.989245212681047e-07,9.9831958436813e-06
0.00607829333269548,0.0018387006357955095,0.00012120152190202894,0.0013622622038616055,0.00035442372674195316,0.0003454805480690629,1.1166929065471995e-05,9.398837105022917e-06,9.342576262110851e-07,1.033094551859381e-05
0.006221420045368694,0.0018594937265622806,0.00012358032447527256,0.0013973432213534285,0.0003630882469915009,0.00035272972058102663,1.1675751355848218e-05,9.812705612416797e-06,9.701859373500156e-07,1.0681900506210739e-05
0.006362930837835174,0.0018793318775664019,0.00012591021194301885,0.0014321952165271081,0.0003716720743875411,0.00035985404819519133,1.219881035714393e-05,1.023719596569107e-05,1.0067194812709054e-06,1.103609035085742e-05
0.006502843954055575,0.0018982589452003899,0.00012819219014222668,0.001466819684528053,0.0003801759604242617,0.0003668556809843387,1.273650440870402e-05,1.0672580772226814e-05,1.0438684534632937e-06,1.1393544869178084e-05
0.0066411774320137345,0.0019163167717159322,0.00013042724422691898,0.0015012181107407888,0.00038860064959716974,0.0003737367319928009,1.3289242995301153e-05,1.1119139635814669e-05,1.0816432211655237e-06,1.1754294152645868e-05
